L_GDP
926.6368564
927.2173393
927.6933593
929.0443416
930.0100268
931.356109
931.9389915
933.0780497
933.4322023
933.7300811
934.5772083
935.253995
936.0002536
937.6544403
938.5474746
939.5804901
940.2238592
941.8753643
943.116203
943.9664385
944.9651875
945.8866171
947.1376986
948.7340849
949.6691334
950.5004116
951.8175819
953.4449355
953.8070724
955.6119734
955.7138541
956.3091177
955.9807804
956.6033414
956.2018975
956.4762961
957.3091767
957.9200139
958.3257013
958.44923
958.9744901
959.8562131
961.5057334
962.6597701
963.2248221
963.9967871
964.9409101
965.9559492
967.0592043
967.5506193
968.3313775
968.8853567
970.2217705
970.4801891
970.6300327
971.4858103
971.7861943
972.3960926
972.9704657
973.5967373
973.1690597
973.7627223
973.2360799
971.0227387
969.8813755
969.7025648
970.053142
971.1282555
971.6115865
972.5745215
973.3426488
973.8663851
973.6288985
974.3032022
974.280887
975.3976767
976.2327709
976.6781125
976.8220369
976.9376106
977.9193365
978.1866154
979.034405
979.902369
979.5566762
980.8402452
982.0483101
982.5527687
983.4492235
984.0667181
984.4661643
984.6504735
985.2283202
985.5489297
986.2558156
986.8085842
987.2942929
987.852604
988.6380355
989.7587783
990.5688978
991.098319
991.7200795
991.8616235
992.4032551
993.2295005
994.3553149
994.9945857
993.6223487
985.4025738
992.8754878
993.9053904
995.1827187
996.6910326
997.5021067
999.1846446
998.6857227
998.5443506
999.2008098
999.834222
1000.389061
1000.898881
1002.085681
1002.892385
